user_tweet,,
18k+ worth Samsung handset is given to the Samsung Service Centre Brigade Road Bangalore.,,
Water logged troubles. 10 to 12k+ charges are punishable.,,
Name: Mahadeva T,,
"Details are forwarded to the""",,
"@CEOofSamsung  @SamsungIndia
Sir/Madam,
It deeply hurts me to tell you that your service center's staff and engineers are not at all reluctant to rip off gullible senior citizens. My parents have a problematic convertible refrigerator and your staff keeps",,
"@SamsungIndia @SamsungMobile Purchased samsung m31 around 2 weeks back, touch screen stopped working even after restarting the phone. Think twice before purchasing samsung phones",,
@SamsungMobile @SamsungIndia #Unpacked #bugs https://t.co/JzvsNcpdRL,,
"Absolutely disappointed with the M30s @SamsungIndia
I bought it as it promised to have a monster battery, but now the phone is not even charging.
Have used it for just 8-9 months. How do I fix this issue? I really had high Hopes from this phone. 
@Samsung",,
"@SamsungMobile @SamsungIndia 
मैं @SamsungMobile का M31 s (6,128) वाला फोन EMI पर लेना चाहता हुँ।।
प्लीज हेल्प...
@iamramnathroy",,
@SamsungIndia New Bug in the latest OTA update for galaxy s10 lite. Fix this ASAP. https://t.co/HTvbE8XVHA,,
@SamsungIndia what’s the policy on dead or stuck pixel on a brand new tv ?,,
"@SamsungIndia please dont cheat the customers in the name of covid19, check washing machine complaint number 4306086928",,
"@SamsungMobile @SamsungIndia is samsung nock security is available with your new phone galaxy m31S.
Kindly update the",,
"@SamsungIndia I've no backup phones and further your team needs another 3-4 days to figure out the solution. Really disappointed with the speed of service, communication levels and online support. My service repair # is 4306612792.",,
@SamsungIndia made a huge mistake by giving my Note 10 for repair at your service center in Ghatkopar East; issue was related to in-ear sound receiver. Been &gt;8 days since submitting the phone for repair and your team has not been able to assemble the p,,
I already report the issue @SamsungIndia @SamsungMobile but the the problem still not rectify I try all the steps @SamsungIndia suggested even I reset the phone  so please solve the issue as soon as possible https://t.co/ju4PvuIMJk,,
@SamsungIndia updated note 8 with july patch and it doesnt detect sim..already complaint but no solutions till now @SamsungMobile,,
@water8919 @SamsungIndia never buying Samsung again. 😡,,
@SamsungIndia Pathetic service from the start. Installation request taken and confirmation of providing urgent service provided.. but still no action... Assigned Service Center passes responsibility and so does the customer care..,,
"@ICICIBank @ICICIBank_Care @SamsungIndia @jagograhakjago
@consumer
Please, care to explain why the purchase of samsung active 2 made on 15th Feb is not eligible for the 10% cashback.
Attached is the snapshot of the offer doc. Other details related to ord",,
"@SamsungMobile @SamsungIndia 
Your samsung Galaxy M20 mobile phone ruined my life. From past one week I suffered like anything. I have given apps update and the next morning it showed like this (I have attested the photo of it).
After visiting the service",,
@SamsungIndia @Samsung @SamsungTV I have a samsung smart tv. Kindly let me know when will the sony liv get updated on the tv. It keeps showing that it will soon get updated.,,
"@SamsungIndia @Samsung since 1 week my Galaxy Note 9 is getting a green tint on screen which makes it very difficult to read and use. When I lock screen and unlock, it becomes normal temporarily. Is there a software patch fix coming? Check the video https",,
@SamsungMobile @SamsungIndia I Use Samsung M31 and since some days post last update faxing problem with camera. When I click photos it shows up into the quick view thumbnail at bottom left but when I go to galaxy it shows total black  It seems to be some ,,
@SamsungIndia Love you Samsung Galaxy,,
@SamsungIndia how to contact customer care for issues related to television,,
"@SamsungIndia We bought three Samsung mobiles in the last few years, all three mobiles go bad in 1 to 2 months.",,
@SamsungIndia @SamsungMobile  One of the worst services from Samsung . I brought my mobile few days back but after 20 days of usage it was completely dead. I approached noida service Center for the same but there is no proper response from service Center ,,
@SamsungIndia Last 4 month complaint about refrigerator.but didn't solve issue and replacement decision after all documents submit but never take seriously about my complaint.never replace my https://t.co/Yll4rBDcb9 wast warst company service I never seen,,
"@AmazonHelp
@SamsungIndia
@ConsumerReports
 m31 samsung mobile from amezon but not upto mark charging,heating complaint technician has visit and  vish to replace the same cancel same give refund in amezon wallet",,
@SamsungIndia hello my friends if you are going to buy any samsung products so think once before buy any samsung products quality is not so good they make fool all the time they trained service centre for doing this as well. https://t.co/uESNdrZv9d,,
@SamsungIndia from kerala.  My smsung led monitor ips. Screan showing. White shadow on side of the screen. How can solve.  Help me.,,
@SamsungIndia Your Galaxy Note 10 Lite quality is very poor. Since day one overheating problem. Phone does Not work properly. Really upset with the phone.,,
@SamsungIndia My contact no is 9266060180.  Wakeel ahmad,,
@SamsungIndia Why my m21 battery draining so quickly. Is this the reason behind a 6000 mah battery. Battery life is the same as 2200 mah in j2 core.I am not happy with the battery performance.,,
@SamsungIndia Does it include a power button?,,
@SamsungIndia Just 5 days I am buying M31 but totally worst bad performance mobile network connectivity,,
"@SamsungIndia Your team contact me and ask me to further investigate  the matter , kindly do the needful 
Its almost a week now 
But no body inform me further . Above is seprate / private message !!! 
Samsung also never bother for their customer !!!",,
"@SamsungIndia I have already visited and gave for the mobile replacement in Nandyal, Andhra Pradesh authorized service center. Request @SamsungMobile  to reslove this asap. Attached the bill copy. Dinesh 9966927878 https://t.co/rAgbBknJuf",,
"@SamsungIndia Checking with near Samsung authorize store they are informed me motherboard is not working &amp; told me cost INR 8200 for new motherboard ,I am written many e-mail but nothing happened,I am very sad with Samsung brand, how is this possible ",,
@SamsungIndia Can't wait  to see..,,
@SamsungIndia Can we have a 8gb version of Samsung tab s6 lite,,
"If a monster looks like anything, it looks like the all-new #SamsungM31s, which comes with India’s leading 64MP Intelli-Cam with Single Take. Now get up to 10 outputs with just one #MonsterShot. And that’s not all! https://t.co/YMUMZGLEzP",,
"regarding your worst service, I have sent so many emails and still I haven't received any support. Now seeking help from consumer forum....@SamsungIndia @SamsungMobile @SamsungMobileUS @Samsung @worstservice https://t.co/32KU2qbwaZ",,
"@SamsungIndia I am in depression because i am being harresed by Samsung services , because I have bought a Samsung A21S smartphone 20th july 2020 it was defected,and I have given all information to Samsung team.",,
@SamsungIndia Samsung galaxy M31S Samsung Shop pe kb available hoga,,
@SamsungIndia @Samsung Most Unprofessional after sales service UR offering in Mumbai India. U have no value 4Customers &amp; no pleasure in offering after sales services. UR sales service is terrible &amp; executives novice. Buying Referigerator 4rm U is ,,
This is a new one and half month Samsung M40 giving battery backup of 4 hours with no usage and overheats all the time. 24 hrs ago I went to a authorised service centre and was denied warranty service due to scratches on bezel which is invisible. @SamsungIndia @SamsungMobile https://t.co/FqRvazy01I,,
@SamsungIndia will never buy any samsung phone in future you guys do not provide service at all.,,
"@SamsungIndia Samsung doing fraud with me regarding my SM-M31 mobile,  so I requested to all people don't buy any Gadgets of Samsung specially phone,  I have proof for it's fraudness, If you want to see proof Contact me 9006176363 or sumitkr10116@gmail.co",,
@SamsungIndia I am fed up with service from Samsung India. I would suggest everyone not to purchase any product from Samsung. I have been trying to get refrigerator repaired since so many days. No seniors are even contacting.,,
"@SamsungNewsroom My complain number 1160417647 , @Samsung @SamsungIndia @SamsungNewsIN you have made a mockery out of my problems . It’s been 21 days and no replacement , repair or anything have been done . Buying a Samsung product was biggest mistake .",,
@SamsungIndia One of the worst experiences I had while purchasing a product on any e-commerce site. It's throwing weird errors while trying to purchase a product. Whatsapp chat is useless. Website chat associate was unable to sort out my problem &amp;  ma,,
@SamsungIndia  can you help me with this issue? Tv screen gets stuck like this for 10 mins after switching it on. https://t.co/kpTr8EkBeI,,
@amazonIN @AmazonHelp @SamsungIndia @Samsung_Cares ordered washing machine from Amazon and delivered on 1 Aug 20. Kindly arrange technician for installation by Tomorrow asap. Kindly help its urgent.,,
"Hey @SamsungIndia! What's with closing complaints without even getting in touch with the customer??? My 80+ y o grandparents have been living without their washing machine for over a week now, and I'm completely unable to get in touch with a service executive! SRN 4306581555",,
"@SamsungIndia Thanks @samsungIndia.
The world best and No1 mobile Brand.",,
@Asim_Warsi @Samsung @SamsungIndia @SamsungMobile @samsung @Flipkart dear sir i was booked on 18 july 20 and product recive on 22 july 20 but i have problem in set like touch issue some times not wrking and also hanging issue also have done complain on fl,,
"@SamsungIndia Hi Samsung I am a proud owner of Note 8, but facing some serious issues.  Also checked with Samsung care but issue not resolved.  Pl help me out",,
@SamsungIndia ऑफलाईन उपलब्ध होईल का? केव्हा?,,
"@SamsungIndia It is really sad that service to customers is of no concern to a brand like Samsung, they are only interested in selling new products and keep existing customers at their mercy for service. 
I have given my Galaxy M30s for repair 1.5 months ",,
"@SamsungIndia My phone samsung a51 
Charging.mai lagane par phone hit hota hai",,
@SamsungIndia @SamsungIndia @SamsungMobile No revert from your team.. Awaiting for the replacement of mobile asap. Breakage of my activities for not having mobile. Motherboard issue cause all this.. The batch of M30S is issue with motherboard. Please cont,,
@SamsungIndia please don't buy Samsung product their services is not good it's my personal experience,,
"@SamsungIndia @AckoInsurance @Consumer2Court @rsprasad  Worst phone SAMSUNG_M31 &amp; Service also I ever had, Glass broken &amp; Neither Glass provided by Service Centre nor phone replace/reimburse the remaining phone amount.
Only Ask to wait 2-3 month f",,
"@SamsungIndia 
I purchased a Samsung HD LED Smart TV  UA32TE40FAKXXL on 24th June 2020.Suddenly the voice stopped of this led. Your team said that it's motherboard need to be changed. It passed over more than two weeks but team is not able to solve this i",,
"@SamsungIndia 
Going to file a Cybercrime case against samsung,com for not  delivering or providing information about my order/ to initiate a refund for my order.
F You Samsung",,
@SamsungIndia @SamsungMobileI had purchased Samsung galaxy S10+ from Saudi suddenly phone stop responding hence due to lockdown I had visited Mumbai service center regarding my phone issue they say that out of India product is not valid over here pathetic,,
@SamsungIndia Any idea when The Frame 2020 model(55 inches) will be backcin stock for Indian market?,,
@SamsungIndia Are the buds BTS edition available at the stores too in Mumbai?,,
@SamsungIndia  i love the products especially smart phones ! i bought m31 mobile 20 days ago now #m31s was launched today is their any chance for upgrading??,,
@SamsungIndia @Samsung extremely unhappy with your service. Bought a Samsung fridge from Pravin agencies Pune 20th May.just 2 months after buying fridge stopped https://t.co/F9ifIGKQTV not available. The employees are very rude. Help us.,,
"Dear @SamsungIndia , in my Samsung M31,
From last update, there is a text appearing on left upper corner of my mobile screen.
I think it is because of dynamic lockscreen wallpaper.
Kindly fix it. It does not look good.
@TechnicalGuruji 
@SamsungMobile https://t.co/nVcqVLGtZk",,
"@SamsungIndia hi need a technician to help out with washing machine problem in Bhubaneswar.
How to contact",,
"@SamsungIndia
It is painful to say that  I have been facing severe harrasment  for last three months by samsung service center, Durgapur, West Bengal for asking them to make my AC workable which is still under warranty period. Two service request  bearing",,
"TICKET NO: 1667971 VERY VERY BAD EXPERIENCE FROM SAMSUNG INDIA REALLY SAMSUNG CHANGED TO BAD CUSTOMER SERVICE EXPERIENCE
DELIVERED A EMPTY BOX WHO PAID RS.34637.00 FOR MOB
NOW PAIN AND TIME WASTE FOR FOLLOW UP WITH SAMSUNG
SUCH A WORST LOGISTICS WHY THEY ENGAGED???@SamsungIndia",,
@SamsungIndia your service is disgusting guys. It's been one week since j bought a new washing machine till now no one from your team contacted and get it installed. Your customer care number always shows number doesn't exist. Are you really there in Indi,,
@Samsung @SamsungIndia श्रीमान जी मेरे samsung s20 ultra phone में कुछ समस्याएं हैं जैसे कि बाहर धूप में 5 मिनट कैमरा प्रयोग पर �,,
"@SamsungIndia I love this phone, but does it support Knox security?. It's a deciding factor for me. https://t.co/ZJIlcinS3t",,
"@SamsungIndia complaint 4306524665, more than a month, have also paid Rs.11000 as advance for replacing part, no response now",,
Good Evening @SamsungIndia @SamsungExynos . Your Samsung Galaxy M20 Got 2 Android Updates..Will It Be the Same for Samsung Galaxy M21 or it will Recieve only android 11?? Will Samsung Galaxy M21 Recieve Android 12 or Not!???,,
"@SamsungIndia I spent close to 1 lakh rupees on an S20 Ultra and the camera can't click a photo properly. Your updates aren't improving anything. Portraits, Documents are blurry and unusable. Please arrange for a replacement or refund asap.",,
"@SamsungIndia This happened to me a few days back.
My Samsung LCD was broken for the first time since I bought it in 2008. I called the support team in the morning &amp; by evening they were able to send their technician in my area to resolve my issue.",,
"@SamsungIndia I updated my note 9, suddenly display changed to yellowish with horizontal lines and its overheating also. How to fix? #Samsung #GalaxyNote9 #Discoloration #Note9DisplayIssue",,
@SamsungIndia What do I have to do to get my service request attended to?,,
"मैंने Samsung GalaxyA50 6, 64GB में 21JULY को खरीदा। मैंने उसमे airtel की sim डाली तो नेटवर्क बहुत ही खराब आ रहे हैं। जबकि इसी sim को दूसरे फोन में डालने पर पूरे नेटवर्क आ रहे हैं। इस फोन में कई Sim डाल चुका हूँ। किसी भी Sim के नेटवर्क नही आ रहे हैं। @SamsungMobile @SamsungIndia",,
@SamsungIndia @SamsungMobile @Vivo_India @oppo @Apple Very poor service by Samsung. I have ordered one charging pad on 21st july Samsung is going to dilever by 3rd august but i dont know how it is possible bcz as per the status site it is still in approve,,
"@SamsungIndia you customer care no is no working 
Please tell me how can I contact samsung customer care",,
@SamsungIndia  hello I am raised a compliant with Samsung almost a week back and there has been no response. Can some one pl help. I am based in Chennai &amp; my compliant number is 4306790897... worst service and they keep giving false commitments...,,
"@SamsungIndia Could you recommend me, minimum price range of smartphone model which has 25w fast charging! I have tight budget and need fast charging smartphone (full charge in about at hour).",,
"@SamsungIndia bought a samsung 700 LT fridge in May 21 this yearfrom Pune stopped working in 2 months.Staff is not very https://t.co/54kgbWYFZB this the quality of a 80,000 rs worth fridge and the post sale service of Samsung?your service staff in Pune is",,
@SamsungIndia Samsung  a31 is  really  awesome,,
"@SamsungIndia I love always Samsung Galaxy mobile phone service 
❤❤❤❤❤❤❤💯",,
@SamsungIndia Samsung is always the best,,
"Hi @SamsungIndia @Samsung @jagograhakjago 
I have been chasing you since May 30 for either replacing or a refund of a refrigerator that was received damaged upon delivery. I have raised multiple complaints and you guys refuse to even reply via mail. Idk what should be done here. https://t.co/4E2WE9vD8b",,
"@SamsungIndia Why have you done this, installed the new update today and the screen works like this, my phone isn't in warranty anymore, and it looks like I'm fcked, please Samsung this is not ok. Fix this thing immediately, you cannot force users to purc",,
"@SamsungIndia absolutely pathetic after sales service m
Trying cc and getting disconnected.. Raised issue for refrigerator earlier. First said 2 working days now saying tat of 20 working days.. Is it a joke..",,
@SamsungIndia whether you send updates to old flagship phone to slow down as my galaxy note 8 get slow down even have sufficient storage space and battery is ok.,,
"@SamsungIndia My SamsungM31 unluckily fell from my hand. Now it has stopped working after one month. At this time, I am working from home, and the device has ruined all the work. Nearby Service Centre number shared by @SamsungIndia is switched off. Kindly",,
"@SamsungIndia @Samsung @SamsungMobile I am using galaxy note 8 phone and update my phone just before few days. Latest updated security patch level. But after update my phone, facing such issue like not display imei number and simcard not detected.",,
@SamsungUS @SamsungMobile @SamsungIndia @SamsungExynos my galaxy tab A has been really unstable since the July 1st security patch.Applications such as chrome/call of duty mobile constantly crash which is a constant Annoyance during research time and while,,
@SamsungIndia @SamsungMobile our new phone has gone for a toss within a month....output audio device is not working...cannot reach your customer care...need help.,,
"@SamsungIndia i had purchased a samsung J7 max-on two years back.
Now i am facing many problems in the Phone automatically in just normal usage.
Few days back my JIO sim not working properly and now speaker sound was dull.
This type of quality never accep",,
@SamsungIndia @SamsungGlobalPR there seems to be no consideration of any complaint made. Almost 3 months and no resolution. No reply on regular follow ups. Brand does not match both quality and service,,
"@flipkart 
OD119180576455957000,     
@SamsungIndia Ac delivered on 21/07/2020. Return period over on 31/07/2020.
installation still not done.",,
"@SamsungIndia Hi Team,
Now the phone is not powering on. And once it's on call get disconnected. Please replace the phone and give a new phone. If the product is faulty why you are harassing me. If I didn't get any response will drag you to the Consumer f",,
@SamsungIndia warranty Issue. With in warranty period not getting service from your service center? https://t.co/ef95iNdvzY,,
"@SamsungIndia Will you stop selling junk fridges in India? You are lingering on the matter of my defective fridge from May this year for dribbling inside and faulty design. 
Be ready for legal action now. This is too much.
@PMOIndia @Samsung Spoiling imag",,
@SamsungIndia SAMSUNG 👍 I Love SAMSUNG BRAND,,
"@SamsungIndia How much is the price of samsung m31s, please share me the link.",,
@SamsungIndia 9006176363,,
"@SamsungIndia Samsung company is best.
I have all appliences of samsumg at home
Samsung products are best",,
@SamsungIndia Samsung is my favourite. Samsung is the best. I'm using samsung from many yrs and samsung gave me best experience.,,
@SamsungIndia Does it has KNOX SECURITY  ??,,
@SamsungIndia Does samsung provide knox security features on this m31s which was earlier missing on Samsung M series smartphone... Plz confirm for the same,,
@SamsungIndia I have Samsung Galaxy m01,,
"@SamsungIndia I love Samsung ,,",,
@SamsungIndia Your Service Centre at Dwarakanagr is badly managed. From the last two hours Iam waiting in the service room. Your people are irresponsible and they dont behave properly,,
"Hi @SamsungIndia, I have already raised a query with ticked id #1669509 regarding the delay in my order. It has been 10 days and it hasn't been shiped yet. Kindly look into the issue and get it resolved. I will also share the order id in your DM. @SamsungMobile @SamsungSupport",,
"@SamsungIndia My 700 litres model RS72R50111L double door Refrigerator purchased 4 months back for nearly a lakh of rupees is t working for 5 days.Damaged PCB part is unavailable and no one knows when it will be!
TERRIBLE PRODUCT!
TERRIBLE SERVICE!
Never ",,
@SamsungIndia hey samsung my m30s is shot down. It restarts frequently. Not able to use even for 10 minutes. These are all happen after 9 months of use. Please provide me help. Im contacting you from another mobile. My m30s is under lock.,,
"Ordered on 25th july from @SamsungIndia @SamsungMobile and it is going to be delivered by @EcomExpress_Ofc .
Is it ever going to deliver to me? https://t.co/MajepCOPZN",,
"@SamsungIndia 
Dear Samsung I have purachase Samsung lever U last September. 15  days ago my ear phone is not working .There are physical damage also from the weak area as u are also aware of... kindly help to replace",,
"@SamsungMobile @SamsungIndia I purchased a Samsung 42Mm LTE watch in may 2020.Its cons are very annoying. laggy tizen OS, Poor Battery, low sound, poor band quality, poor reaposiveness.Its waste to buy Samsung watch.They will end up teaching u troubleshoo",,
"@SamsungIndia i bought a Samsung A21s 45 days ago,its performance is very poor,it hangs ,and get restarted automatically sometimes ,due to lock down i am unable to visit service centre",,
"Hi @SamsungMobile @SamsungIndia @SamsungNewsIN, a humble request: Please go through this issue and take some necessary actions. If not just take this case as a feedback from an upset customer about the self-contradicting delivery process and policies he has to endure
Contrd.. https://t.co/8oKlv1lAZg",,
@SamsungIndia Your Service req no. 4304574129. It's strange that one of the leading company don't hv product frm last more than 1 month. Very pathetic service. Indeed service boy asked me to go at service station to order by myself. Feeling very sorry.,,
"@SamsungIndia @SamsungMobile I have purchased M30S in Oct 2019 through @amazonIN. 3days back it got hanged and gave for service in Samsung Nandyal center, Andhra Pradesh (bill no4306845142)Then I understood some of this model batches had an issue with mot",,
"@SamsungIndia 
Name   Janmajay Kumar
Mobile No. 8800801749
Address :- Sail City, Ranchi 834004
Product Model : UA43NU7470
Serial No :- 066C3NDKA00141X
DOP :- 10.10.2019
FACING ISSUE SINCE 24TH JULY 2020.",,
@SamsungIndia My complain number 4305319702 it has been more then 25 days no one is responding my ac motor is given to exchange and #samsung_patna is very careless about his giving their service. so please take action on it.,,
"@SamsungIndia i have a issue in my note 10 plusss.... this getting worst, Contacted u multiple times but no reply.",,
@SamsungIndia Sir my mobile  is android 10 install after overheating  problems   any app not open  plz resolve my problem,,
"@SamsungMobile @SamsungIndia need to complaint about the service center in ashok vihar Delhi I had came twice here for my earbuds , they always saying , come tomorrow book appointment.. they havent mention anywhere that we need to book appointment first ,",,
@SamsungIndia really disappointed with the Samsung shop app and support. Neither the '20k advantage' coupons work and nor the support chat is able to resolve it. I have contacted them multiple times but they have no answer other than disconnection.,,
"I bought a phone @SamsungMobile  A51 from @RelianceDigital. The phone is the worst ever. After spending 25k, it started hanging on the 3rd day itself. The software is updated yet the phone is extremely slow. Keeps on hanging so frequently. @SamsungIndia is fooling people. cont.",,
@SamsungIndia - M30 mobile camera stopped working exactly after completion of warranty of the phone. Please suggest as your service center suggested ???,,
Hey @SamsungIndia looking for phones under 12K.Any good phone within this budget? As I’m interested in buying samsumg and doing my bit to #BoycottMadeInChina.,,
"@SamsungIndia, @SamsungEstore  I placed the order on estore, expected delivery was 28th July, still now its not delivered.
 customer care call/chat bot don't have a clue when it will be delivered. my ticket no-1665366.",,
"@SamsungIndia Samsung only takes responsibility to sell its products, after that #Samsung has no responsibility...
The unrivalled Samsung QLED TV now comes with fabulous Independence Day offers. Get a Galaxy S20+"," up to 15% additional cashback with the new Samsung QLED TV and a 10 year no screen burn-in warranty. Take your entertainment experience to the next level. T&amp;C apply. https://t.co/p140dmd6Se""",
"With the 2.1ch Soundbar and 16.5cm (6.5"") subwoofer you’re in for a powerful sound experience. Give your music and your movies a deeper bass and a fuller range of sound. Bring home the Samsung Soundbar. https://t.co/RJIFXV3Xlr",,
@SamsungIndia I am facing 'USB connected /disconnected' frequent notification problem in my M30. Battery draining too fast. Please provide solution.,,
Please remember to buy buckets with your Samsung AC as the service center can't stop water leakage @SamsungIndia @SamsungNewsIN @Samsung @UfterYou https://t.co/6yyIFDHH9h,,
@SamsungIndia mera device note 10 plus hai usme hardware ka problem vibration nahi kaam kar raha hai waraanty me hai but care vala koi response nahi le raha hai,,
"Dear @SamsungIndia @SamsungMobile @Samsung @SamsungMobileUS @SamsungMobileUS @SamsungUS @SamsungMobileSA @SamsungMobileME @SamsungUK trying to raise a complaint getting an error message, 
is it intentional or just a technical glitch?
You are no different. https://t.co/bdGeBs6AeE",,
Service centre’s are closed waiting from last 3 months to claim my warranty.. as per telephonic discuss they took application to pickup phone from my place &amp; after that no response very poor customer service @SamsungIndia,,
"I bought samsung galaxy a70 at the price 28k security update is worst it gives in 4 month update and lots of bugs worst software experience from samsung. i will never buy' any phone of samsung @SamsungIndia 
@Samsung @SamsungMobile https://t.co/VOWwj5pNNO",,
@iamschaturvedi @Samsung @SamsungIndia @SamsungNewsIN I had the same problem with Samsung. Tried to have my refrigerator under warranty repaired. Samsung had me contact their service center in NJ. I had been calling for a week no one answered. Left many m,,
@SamsungIndia Please initiate refund for my order 33308859291 as soon as possible. Thank you.,,
"Hey @SamsungIndia my new Samsung 860 EVO (MZ-76E500BW) shows it is out of warranty on your official warranty registration website. The manufacturing warranty of this SSD is 5 years. I've already tried customer support and emails but it was of no use. Can you help me?
The new #SamsungM31s isn't called a Monster for nothing. It comes with many unbelievably exciting features"," seen for the first time on Galaxy M Series. Can you guess these features? https://t.co/MWGkxTyCQd""",
"Hey @SamsungIndia @SamsungMobile  thanks for the quick update , Note 8 issue has been solved 👍",,
"@SamsungMobile @SamsungIndia @Samsung 
What type of irritating service u people are giving to customers I have taken Samsung A30s on loan and paid all emi and my loan is closed also got the NOC from DMI Finance but than too suddenly my phone got lock toda",,
"@Samsung @SamsungIndia @Flipkart
I ordered a fridge from flipkart
The fridge is not working
Technician came and unboxed the fridge
It was not working
It was delivered on 20july
Flipkart has not approved RETURN yet
SHOULD I STOP BUYING ONLINE OR STOP ",,
"DISAPPOINTED w Samsung India ctmr svs.They aren't repairing my tab GLX S4 256GB w futile reason mentioning overseas product &amp; parts not being avble, even under warranty period. I REPENT prchsing this high end prdt from Samsung Singapore!!
@SamsungIndia @SamsungSG @SamsungUS",,
@SamsungIndia really disappointed with the deal of purchasing new M31 mobile.Purchased on 12th July within 15 days screen and speaker gone faulty.Need to wait long in queue even after paying 17k,,
"@SamsungIndia is fraud with me 
So I  suggesting all people don't buy any Gadgets of Samsung specially Mobile phones",,
"@SamsungIndia i bought samsung. Tv (ua32t4700) on 20/02020 and today on 31/07/2020, it stopped working. Whoa! What a Sumsung",,
"@SamsungIndia what the hell is wrong with the latest update in Note 9 , screen has faded and flickers , fix the issue as soon as possible",,
"आप सब की एक छोटी सी हेल्प चाहिए..
Samsung A series accha hai ya Samsung M series...
Plz suggest.....🙏
@SamsungIndia is this really samsung service. After continue follow up and tag still no response. Can we expect this service from brand like samsung? Totally disappointed. https://t.co/DttMek7GGb
@SamsungIndia Not collecting the eligible phone offered under deferred exchange.",,
Order id 100231498,,
Raised the issue  on - https://t.co/V4GlMEIi54…,,
"Every time I get new Sevice Ticket number - 1666051/1663822.A company of Samsung reputation not expected """,,
@SamsungIndia आपका वर्तमान एंड्राइड वर्जन मेरे सैमसंग J6 इंफिनिटी फोन पर काम नहीं कर रहा नेटवर्क ही गायब है,,
@SamsungIndia Do You Have Any Recall Program For Samsung Galaxy Note 9 Because Everyone Is Experiencing Green Tint After Security Patch Update In The Month Of April (Not Sure About TheMonth) Every Note 9 User Is Facing This Issue And Samsung Service Cente,,
"@SamsungIndia 
They are like this only, my refrigerator complaint is pending with frauds from 2 months https://t.co/dbIA40NTQl",,
@SamsungIndia @SamsungMobile My Note 9 is rated IP67 yet water has gone into the device. Due to this lockdown the samsung service centers are shut. My extended warranty will expire soon. What do I do ? The cameras have moisture and water droplets in it. P,,
"@SamsungIndia Wow, and when do u plan to fix the note 9 u broke after March update?",,
@SamsungIndia Samsung is the best forever,,
@SamsungIndia I am always Samsung Galaxy mobile phone user,,
"@SamsungIndia Samsung Galaxy A50 New software Update Is Very Irritating 
Camera New Updates Filter And Features Is Very Low Quality 
I Request To Samsung India 
Plz Replace Your New Camera Update And Give As Our Old Camera Filters And Features.",,
@SamsungIndia LED 14 Enchi TV RS ..,,
@SamsungIndia Will the galaxy s9 get one ui 2.5 pls answer,,
@SamsungIndia What about the complaint filed by me? I think I should knock the door of the court. Responsibility will rest upon you only,,
"@SamsungIndia I send u bar code along  IMEI no so that you can check the cause of fault , the service centre was authorized 
Even govt employees don't reply now a days this way such a disgraceful",,
"I have purchased 
@SamsungIndia 
 M10 S, 6 months before,  not working properly bcoz some problems but Samsung service center denied repair even it is a warranty period  plzzz take corrective action.. https://t.co/UjsdK7HcPv",,
"@SamsungIndia We love Samsung and keep introducing innovations in India.
@SamsungIndia i love Samsung 😍❤️
@SamsungIndia I love you ❤❤❤ Samsung Galaxy mobile ❤❤❤❤❤❤❤❤❤❤❤
@SamsungIndia To i love all your m series
@Samsu",,
The charger they shipped is a 10W one while my first M21 was shipped with 15W, also @amazonIN page and @C4ETech 's review clearly says 15W charger , along with other YouTubers review.
"Please help me with this issue https://t.co/rMMs7353IZ""",,
"@SamsungIndia @Samsung I had bought a solo microoven (samsung model MS23K3513AK/TL) online at @RelianceDigital last month. The technician came for installation next day,reported the product is fine. However, it started malfunctioning instantly, while star",,
"@SamsungIndia I want to buyback for my S7 edge , still running since 4y 4m - Give me option to buy back with good one",,
@SamsungIndia does it have knox security ?,,
@SamsungIndia Where to register,,
@SamsungIndia Is it not secured by knox??,,
@SamsungIndia Bakwass service by @SamsungIndia.... Just give big big advertisments only,,
@SamsungIndia An order pending from 1month . How to get it ?,,
@SamsungIndia pls share your working customer care number. D ones given on website are BS.,,
@SamsungIndia kya phone exchange ho sakta hai.,,
"@SamsungIndia Hi I tried  contacting  the customer  care and all I hear from past 2 days is wait for sometime ,they themselves  are not sure what is happening  is this the way how customers  have to go through  if they book a product  from Samsung",,
"@SamsungMobile @SamsungIndia I have purchase Samsung Galaxy A50, 9 month back. Now this is coming from last 2 days. Can you please help me what is this problem ? https://t.co/8tb9SxkYT7",,
@SamsungIndia When it become available please inform a particular date!,,
"@SamsungIndia Hi @SamsungIndia 8000 se 10,000 k bich kon kon se model hai best konsa rahye ga,",,
@SamsungIndia I placed the order but still no delivery after 2 days of estimated delivery date. None of your customer care call/chat bot has any clue about product status. Too disappointing for brand like samsung. @Samsung @SamsungEstore,,
"@SamsungIndia They have taken 21 days to fix a substandard parts of M30s. Today, they have changed their resolution from giving a coupon to refurbishing to again giving a coupon. Only with a wider time frame of min 15 days now. Very poor customer service ",,
Dear @SamsungIndia after updating  m21 battery is performing like 3000 mah tell me urgent solution 😒😒,,
"@SamsungIndia after sales service is very poor , I have been complaing since last one week no one is ready to attend my complaint",,
"Really frustrated with @Samsung service. Don't buy their products. For the last 8 days, my complaint hasn't been attended.
@SamsungIndia",,
@SamsungIndia  My washing machine is under warranty and it's not working because of some faulty part. I have raised complaint number 1160577893 and been trying to contact your customer care from past three months for the replacement. No one is giving the ,,
"Thankyou @SamsungIndia got the refund coupon, helped me to replace the galaxy M30s to galaxy A21s https://t.co/oCqzITupIL",,
